,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
8173,487,Bags,1,1,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",15253,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-03 18:12:10.910000+00:00,14316,web,16226,1,1,,1,1,17,343,15260,T4,T4,4,13003.0
8174,231,Clothing,1,1,9,34.336,Jackets and blazers,13876,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-07 02:34:55.826000+00:00,36061,web,34216,1,1,,2,2,90,51,13883,T2,T3,1,31757.0
8175,303,Jewellery,1,1,23,0.0,"Of base metal, whether or not plated with precious metal",72830,1,No,Yes,No,No,No,VIP New,2018-01-12 23:19:52.466000+00:00,113122,web,81708,924,1,,2,2,17,325,72848,T2,T4,4,90126.0
8176,25,Clothing,19,19,23,0.0," T-shirts, singlets and other vests",11913,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-16 05:06:15.693000+00:00,131738,app,50199,1,4,,2,2,14,145,11918,T4,,3,103412.0
8177,1875,Clothing,3,3,24,0.0,"Blouses, shirts and shirt-blouses",153126,1,Yes,Yes,No,Yes,Yes,VIP New,2018-02-17 06:19:43.870000+00:00,308113,app,180215,1,2,,2,2,44,1369,153159,T1,T1,3,216069.0
8178,542,Clothing,7,7,8,0.0,Skirts,89790,0,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-20 22:55:51.696000+00:00,159842,web,101842,1,1,,3,4,321,973,89812,T4,T4,4,98716.0
8179,91,Clothing,1,1,14,0.0," T-shirts, singlets and other vests",83682,1,Yes,Yes,No,No,No,Not VIP,2018-01-10 23:35:28.820000+00:00,390723,app,94576,1,1,,1,1,3,999,83703,T4,T4,3,263140.0
8180,73,Clothing,12,12,34,33.3833,,2767,1,Yes,No,No,Yes,Yes,Not VIP,2018-01-10 14:31:39.143000+00:00,82840,,2852,924,4,,2,2,14,72,2770,T4,T4,3,68315.0
8181,2,Accessories,5,5,1,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",84609,1,No,Yes,No,No,No,Not VIP,2018-01-19 23:05:06.920000+00:00,154440,app,95662,1,3,,2,2,6,143,84630,T4,,3,118877.0
8182,33,Clothing,4,4,1,0.0," T-shirts, singlets and other vests",83417,1,No,Yes,No,No,No,Not VIP,2018-02-16 03:21:39.943000+00:00,384773,web,113022,5082,3,,1,3,52,316,83438,,,3,260098.0
8183,87,Clothing,25,25,1,0.0,"Trousers, overalls, shorts",30797,1,No,Yes,No,Yes,Yes,VIP New,2018-02-01 06:11:14.813000+00:00,224739,web,33590,1,3,,2,2,237,364,30805,VIP,VIP,3,92363.0
8184,87,Clothing,23,23,1,0.0,"Trousers, overalls, shorts",20581,1,No,No,No,Yes,No,Not VIP,2018-01-08 23:04:10.900000+00:00,61049,app,22086,921,5,,2,2,55,197,20588,T4,T4,4,42937.0
8185,11,Shoes,5,5,4,0.0,,5630,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 15:55:52.020000+00:00,55448,web,5859,921,3,,2,2,262,32,5634,T4,T4,3,47380.0
8186,534,Shoes,5,5,1,0.0,Other footwear with outer soles of leather,63056,1,No,Yes,No,No,No,Not VIP,2018-01-29 07:32:52.933000+00:00,207140,,70437,1,3,,2,2,31,1175,63072,T3,T3,3,127475.0
8187,33,Clothing,9,9,4,0.0," T-shirts, singlets and other vests",86318,1,No,Yes,No,No,Yes,Not VIP,2018-01-28 17:13:34.363000+00:00,204193,web,97707,1,3,,2,2,14,465,86340,,,3,151710.0
8188,87,Accessories,1,1,2,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",33261,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-18 21:28:41.460000+00:00,148322,web,97382,1,1,,2,2,6,237,33270,T4,,3,114761.0
8189,104,Accessories,1,1,1,5.0083,"Shawls, scarves, mufflers, mantillas, veils and similar articles",33484,1,No,No,No,Yes,No,Not VIP,2018-01-08 23:35:25.783000+00:00,61323,web,36646,1,1,,2,2,17,197,33493,T4,T4,4,17846.0
8190,92,Clothing,5,5,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",87735,1,Yes,Yes,No,No,Yes,VIP,2018-01-23 08:11:25.883000+00:00,172985,web,99398,1,3,,2,2,18,36,87757,T1,T1,3,90641.0
8191,681,Clothing,1,1,8,0.0,Skirts,79959,1,No,No,No,Yes,No,Not VIP,2018-01-01 00:36:24.486000+00:00,405452,web,90105,1,1,,1,1,395,764,79978,,,3,270119.0
8192,781,Shoes,4,4,26,0.0,Footwear with outer soles of rubber or plastics,10728,1,No,Yes,No,Yes,No,Not VIP,2018-01-22 19:08:04.666000+00:00,170180,app,11311,1,3,,2,2,25,15,10734,T4,T4,3,129582.0
8193,318,Shoes,3,3,29,0.0,Other footwear,41393,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 12:33:05.256000+00:00,51120,web,45599,921,2,,2,2,5,44,41403,T4,,4,42693.0
8194,9,Clothing,19,19,20,0.0,,5685,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-26 05:35:31.140000+00:00,190715,web,5918,1,4,,2,2,21,330,5689,T2,T4,4,142970.0
8195,5,Shoes,3,3,1,0.0,Footwear with outer soles of rubber or plastics,90741,1,No,No,No,No,No,Not VIP,2018-02-03 04:40:53.586000+00:00,378223,web,102940,1,2,,2,2,53,1215,90763,,,3,256823.0
8196,23,Bags,7,7,26,0.0,"Handbags, whether or not with shoulder strap, including those without handle",9391,0,Yes,No,No,No,No,Not VIP,2018-01-09 00:57:30.066000+00:00,61916,web,54584,1,1,,2,2,17,33,9397,T4,T4,4,11764.0
8197,19,Shoes,51,51,2,0.0,Footwear with outer soles of rubber or plastics,275,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-02-11 13:35:02.076000+00:00,280782,,43594,1,4,,2,2,38,35,276,VIP,VIP,6,2991.0
8198,140,Accessories,1,1,1,0.0,"Other e.g. braces, suspenders, garters and similar articles",149305,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-12 01:07:16.626000+00:00,100728,web,175573,924,1,,2,2,17,50,149338,T3,T3,4,81554.0
8199,118,Activewear,1,1,2,0.0,"Trousers, overalls, shorts",37268,1,No,No,No,No,No,Not VIP,2018-02-07 18:08:40.930000+00:00,383716,web,40891,1,1,,5,2,8,122,37277,,,3,259602.0
8200,94,Clothing,5,5,1,0.0,N/D,44410,1,No,Yes,No,Yes,No,Not VIP,2018-01-23 03:27:30.433000+00:00,172136,web,44622,1,3,,4,2,14,335,44423,T2,T2,3,29459.0
8201,50,Clothing,48,48,9,0.0," T-shirts, singlets and other vests",69746,1,Yes,Yes,No,No,No,Not VIP,2018-01-22 07:32:11.323000+00:00,372063,,85133,1,4,,1,1,19,416,69763,T4,T4,4,65965.0
8202,92,Clothing,4,4,1,0.0,"Trousers, overalls, shorts",93802,1,Yes,No,No,No,Yes,Not VIP,2018-01-30 12:59:51.156000+00:00,382354,web,106628,1,3,,2,5,433,267,93824,T4,T4,3,258928.0
8203,6,Accessories,1,1,1,5.0083,Belts,3440,1,Yes,No,No,No,No,Not VIP,2018-01-16 19:50:04.876000+00:00,135611,web,22778,1,1,,3,2,73,77,3443,,,1,106057.0
8204,938,Shoes,1,1,1,0.0,Other footwear with outer soles of leather,57790,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 06:23:30.716000+00:00,77998,web,64305,924,1,,1,6,76,452,57803,T3,T3,4,64661.0
8205,36,Shoes,4,4,1,0.0,Other footwear,21117,1,No,No,No,No,Yes,Not VIP,2018-02-05 16:35:15.793000+00:00,400686,,22681,1,3,,1,3,100,33,21124,,,3,196760.0
8206,33,Accessories,60,60,1,0.0,"Other e.g. braces, suspenders, garters and similar articles",15889,1,Yes,Yes,No,No,Yes,Not VIP,2018-01-21 03:13:33.356000+00:00,160593,,16923,1,3,,1,3,6,316,15896,T4,T4,4,123053.0
8207,92,Shoes,1,1,20,5.0083,,2553,1,No,Yes,No,No,No,VIP,2018-01-03 14:20:26.316000+00:00,394353,app,2629,1,1,,2,2,115,39,2556,T3,T3,4,98373.0
8208,102,Accessories,3,3,29,0.0,Articles of a kind normally carried in the pocket or in the handbag,2325,1,Yes,Yes,No,No,No,Not VIP,2018-02-14 03:30:34.836000+00:00,293228,web,21027,5082,2,,2,2,1,140,2328,T4,,4,207223.0
8209,22,Accessories,1,1,1,5.0083,"Ties, bow ties and cravats",88875,1,Yes,Yes,No,No,Yes,VIP,2018-01-08 04:49:16.496000+00:00,392231,web,100773,1,1,,2,2,6,520,88897,T1,T1,3,44647.0
8210,270,Clothing,4,4,1,0.0,"Trousers, overalls, shorts",93699,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-10 16:18:54.246000+00:00,382419,web,138388,1,3,,4,2,9,363,93721,T4,T4,4,253407.0
8211,84,Clothing,20,20,1,0.0,Dresses,115197,1,No,Yes,No,Yes,No,Not VIP,2018-02-04 22:08:42.806000+00:00,244763,app,132991,1,3,,1,3,47,15,115224,T3,T4,3,177255.0
8212,92,Clothing,1,1,1,0.0," T-shirts, singlets and other vests",251,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-10 04:53:33.836000+00:00,393014,web,252,1,1,,3,8,3,120,251,T4,T4,4,264249.0
8213,67,Bags,1,1,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",108143,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-11 09:09:45.320000+00:00,392334,web,124317,1,1,,2,2,6,8,108167,VIP,VIP,6,1414.0
8214,216,Clothing,16,16,1,15.4853,Jackets and blazers,43697,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 14:13:04.886000+00:00,53348,app,48228,924,4,,2,2,29,23,43709,T1,T2,3,45768.0
8215,63,Clothing,2,2,2,40.8036,"Coats: overcoats, raincoat, cape, cloaks and similar articles",8117,1,No,No,Yes,Yes,Yes,Not VIP,2018-02-11 17:13:03.666000+00:00,281645,web,8514,1,1,,2,2,19,183,8122,T1,T1,6,106804.0
8216,1291,Clothing,4,4,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",104172,1,Yes,Yes,No,No,No,VIP,2018-01-29 05:35:48.263000+00:00,206802,app,119373,1,3,,2,9,18,186,104193,VIP,T1,4,152409.0
8217,158,Clothing,54,54,12,0.0,,84398,1,No,No,No,Yes,No,Not VIP,2018-02-17 19:51:31.830000+00:00,310896,web,47875,1,3,,1,3,231,1216,84419,T4,,3,217756.0
8218,2,Homeware,1,1,2,0.0,Articles of a kind normally carried in the pocket or in the handbag,104678,1,No,Yes,No,No,Yes,VIP,2018-02-03 20:30:38.333000+00:00,239116,app,119997,1,1,,2,2,6,1216,104700,T3,T3,3,123935.0
8219,84,Clothing,1,1,1,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",149713,1,Yes,Yes,No,No,No,VIP New,2018-01-10 13:43:54.396000+00:00,378457,,176067,1,1,,1,6,162,233,149746,VIP,VIP,6,29131.0
8220,145,Clothing,7,7,8,0.0,N/D,75731,0,Yes,Yes,No,No,No,Not VIP,2018-02-14 19:31:09.360000+00:00,296705,,85073,1,1,,3,4,104,998,75749,,,1,209283.0
8221,212,Shoes,20,20,1,0.0,Other footwear,33929,1,No,No,No,Yes,No,Not VIP,2018-01-19 22:19:12.736000+00:00,372308,web,37148,1,3,,2,9,186,834,33938,T4,,3,253812.0
8222,11,Clothing,1,1,4,0.0," T-shirts, singlets and other vests",110184,1,No,Yes,No,No,No,VIP New,2018-02-18 17:47:08.480000+00:00,315019,web,137817,1,1,,2,2,259,1175,110208,T2,T3,4,153663.0
8223,23,Clothing,27,27,2,0.0,N/D,26348,1,Yes,No,No,Yes,No,Not VIP,2018-01-11 12:38:06.550000+00:00,93841,,48281,924,3,,1,3,46,85,26356,T4,,3,76474.0
8224,155,Clothing,9,9,16,0.0,"Trousers, overalls, shorts",59622,1,Yes,Yes,No,No,No,VIP New,2018-01-28 14:32:25.946000+00:00,203416,app,118131,1,3,,5,3,47,284,59636,VIP,VIP,6,2696.0
8225,78,Clothing,1,1,1,5.0083,Skirts,35823,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 00:47:40.356000+00:00,75822,web,39270,924,1,,2,2,42,145,35832,T4,T4,4,63037.0
8226,12,Clothing,5,5,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",20076,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 14:36:05.333000+00:00,53877,,21515,1,3,,2,2,27,241,20082,T3,T3,3,46160.0
8227,94,Clothing,12,12,1,0.0," T-shirts, singlets and other vests",29151,1,Yes,Yes,Yes,Yes,No,Not VIP,2018-02-02 08:12:09.446000+00:00,230961,,31717,1,4,,2,2,3,335,29159,T2,T2,3,168677.0
8228,1224,Clothing,1,1,12,0.0,"Trousers, overalls, shorts",116047,1,No,Yes,No,No,Yes,VIP,2018-01-30 21:58:38.396000+00:00,372813,app,174280,1,1,,2,2,18,94,116076,T1,T1,6,199606.0
8229,33,Clothing,1,1,1,5.0083,"Trousers, overalls, shorts",6095,1,No,No,No,Yes,No,Not VIP,2018-01-29 21:17:22.623000+00:00,382287,,6353,7182,1,,2,2,120,155,6099,,,3,258895.0
8230,212,Shoes,27,27,1,0.0,Footwear with outer soles of rubber or plastics,18651,1,No,No,No,Yes,Yes,Not VIP,2018-01-04 11:05:44.306000+00:00,18269,web,19958,1,3,,1,3,31,111,18657,T4,T4,3,16459.0
8231,185,Clothing,2,2,1,42.2351,"Trousers, overalls, shorts",56214,1,No,Yes,No,Yes,No,Not VIP,2018-01-24 19:58:33.526000+00:00,399466,app,62492,1,1,,2,2,21,160,56227,T3,T3,4,197813.0
8232,173,Shoes,31,31,1,28.555,Footwear with outer soles of rubber or plastics,3303,1,No,No,No,Yes,Yes,Not VIP,2018-01-29 03:14:57.913000+00:00,206402,web,3406,1,1,,2,2,121,192,3306,T4,,4,153249.0
8233,14,Shoes,14,14,1,0.0,Footwear with outer soles of rubber or plastics,7681,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-18 10:58:14.920000+00:00,380574,app,8056,1,3,,2,5,36,40,7686,T4,T4,4,258053.0
8234,28,Clothing,19,19,179,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",66121,1,Yes,Yes,No,No,No,VIP New,2018-01-31 06:13:36.286000+00:00,218687,app,73971,1,4,,2,2,96,46,66138,VIP,VIP,6,29136.0
8235,1728,Teen Girl Clothing,12,12,12,35.7236,"Trousers, overalls, shorts",40886,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 10:58:12.206000+00:00,49164,app,45004,921,4,,2,2,10,65,40896,T2,T3,3,42432.0
8236,11,Clothing,9,9,4,0.0," T-shirts, singlets and other vests",1487,1,No,No,No,No,No,Not VIP,2018-01-09 08:40:13.450000+00:00,65446,,3267,1045,3,,2,2,35,183,1489,T4,,3,55071.0
8237,87,Clothing,9,9,1,0.0,"Trousers, overalls, shorts",40978,1,No,Yes,No,Yes,Yes,VIP New,2018-01-28 12:38:47.270000+00:00,202934,web,45112,1,3,,2,2,181,137,40988,VIP,VIP,3,59981.0
8238,69,Shoes,114,114,20,0.0,,39895,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 09:58:33.860000+00:00,47794,,43883,921,3,,2,2,5,36,39905,T4,T4,4,41344.0
8239,398,Shoes,5,5,1,0.0,Footwear with outer soles of rubber or plastics,5307,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-11 20:13:59.526000+00:00,98557,,5521,921,3,,2,2,38,11,5311,T2,T3,3,79885.0
8240,84,Bags,4,4,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",40810,1,Yes,No,No,Yes,No,Not VIP,2018-01-01 09:38:42.980000+00:00,384238,web,44915,1,3,,2,2,6,40,40820,,,4,217679.0
8241,75,Shoes,12,12,1,0.0,,36038,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 15:22:33.476000+00:00,396092,,39512,921,4,,2,2,28,14,36047,T3,T3,4,265742.0
8242,198,Bags,4,4,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",39289,1,No,No,No,Yes,No,Not VIP,2018-02-04 12:01:37.563000+00:00,241913,web,43188,1,3,,1,3,17,85,39299,T4,,3,175417.0
8243,355,Clothing,89,89,14,43.3274,"Trousers, overalls, shorts",95018,1,No,No,No,Yes,No,Not VIP,2018-01-23 18:45:48.883000+00:00,175962,web,108143,1,3,,2,2,269,456,95041,T4,,3,133396.0
8244,190,Clothing,12,12,2,26.3626,Jackets and blazers,86210,1,No,No,No,Yes,No,Not VIP,2018-01-19 00:14:59.030000+00:00,148950,web,97576,1,4,,2,2,18,197,86232,T4,,3,115208.0
8245,251,Clothing,9,9,4,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",15635,1,No,No,No,No,No,Not VIP,2018-02-04 13:26:07.960000+00:00,384599,,16646,4490,3,,1,3,2,22,15642,T3,T3,3,260020.0
8246,82,Clothing,5,5,1,0.0,"Trousers, overalls, shorts",60655,1,No,Yes,No,Yes,No,Not VIP,2018-02-10 16:13:15.536000+00:00,385747,app,67639,1,3,,2,2,120,44,60669,T4,T4,3,222788.0
8247,302,Clothing,9,9,1,0.0,"Blouses, shirts and shirt-blouses",133167,1,No,No,No,No,No,Not VIP,2018-02-18 11:01:38.930000+00:00,313473,,155380,5082,3,,5,3,142,53,133197,T4,,3,219394.0
8248,584,Clothing,5,5,1,0.0,"Trousers, overalls, shorts",74134,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-13 06:38:27.920000+00:00,116132,web,83217,924,3,,4,2,42,366,74152,T3,T4,3,92173.0
8249,213,Shoes,5,5,1,0.0,Other footwear with outer soles of leather,13745,1,No,No,No,Yes,No,Not VIP,2018-02-16 14:12:59.643000+00:00,305025,web,14580,1,3,,2,2,31,836,13752,T4,T4,3,86078.0
8250,264,Clothing,49,49,1,0.0,Brassi?res,130664,1,Yes,Yes,No,No,No,VIP New,2018-02-16 09:14:08.996000+00:00,303857,app,152312,1,4,,4,2,991,297,130694,VIP,VIP,6,38803.0
8251,132,Clothing,5,5,12,0.0," T-shirts, singlets and other vests",8004,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 15:11:02.983000+00:00,54596,app,8387,1,3,,2,2,14,101,8009,T4,,3,46711.0
8252,12,Accessories,1,1,1,5.0083,Other,88350,1,No,No,No,Yes,No,Not VIP,2018-01-14 19:49:57.590000+00:00,402458,web,100139,1,1,,2,2,6,206,88372,,,3,268693.0
8253,2,Clothing,1,1,4,5.0083," T-shirts, singlets and other vests",28166,1,No,No,No,No,No,Not VIP,2018-02-05 09:29:34.990000+00:00,390851,web,89023,1,1,,2,2,2,1214,28174,,,4,263200.0
8254,69,Clothing,7,7,20,9.8272,,48588,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-27 16:31:58.163000+00:00,198906,web,53781,1,1,,2,2,43,36,48600,VIP,VIP,7,17759.0
8255,126,Shoes,49,49,1,0.0,Other footwear,103323,1,No,Yes,No,Yes,No,Not VIP,2018-01-29 09:29:59.923000+00:00,376686,web,118353,1,4,,2,2,28,284,103344,T4,T4,3,256070.0
8256,11,Clothing,14,14,1,0.0,"Pantyhose, tights",4632,1,No,No,No,No,No,Not VIP,2018-01-13 15:53:40.543000+00:00,119699,web,90709,1,3,,1,3,3,33,4636,T4,,4,94679.0
8257,506,Clothing,5,5,4,0.0," T-shirts, singlets and other vests",5808,1,No,Yes,No,No,No,VIP,2018-01-26 16:52:38.340000+00:00,193427,web,6051,1,3,,2,2,24,85,5812,T2,T2,3,117742.0
8258,220,Clothing,3,3,2,0.0," T-shirts, singlets and other vests",143284,1,No,Yes,No,No,No,Not VIP,2018-02-06 11:38:09.840000+00:00,405432,app,168011,1,2,,2,2,8,243,143316,,,4,233188.0
8259,613,Clothing,1,1,2,5.0083,Dresses,151731,1,Yes,Yes,No,No,No,VIP New,2018-01-11 13:30:29.706000+00:00,386191,app,178491,1,1,,2,2,44,463,151764,VIP,VIP,6,33380.0
8260,69,Bags,19,19,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",36529,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-08 09:28:41.366000+00:00,47010,web,40056,921,4,,2,2,17,44,36538,T2,T2,3,40714.0
8261,312,Girls Clothing,5,5,6,0.0,Swimwear,130691,1,No,Yes,No,No,Yes,Not VIP,2018-02-16 09:36:02.176000+00:00,303930,web,152339,1,3,,2,2,48,67,130721,T3,T3,4,159710.0
8262,6,Clothing,5,5,1,0.0,,6740,1,No,Yes,No,No,No,Not VIP,2018-01-08 09:46:50.973000+00:00,47502,web,7039,1,3,,2,2,90,305,6744,T4,,3,41109.0
8263,380,Clothing,19,19,2,0.0,N/D,108243,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-31 15:43:38.433000+00:00,221291,web,124433,1,4,,4,2,238,934,108267,T4,T4,3,162657.0
8264,290,Clothing,17,17,1,24.3652,"Trousers, overalls, shorts",150560,1,No,Yes,No,Yes,Yes,VIP,2018-02-18 07:52:20.366000+00:00,312967,,177095,1,4,,2,2,149,656,150593,VIP,VIP,3,46416.0
8265,1220,Shoes,5,5,26,0.0,Footwear with outer soles of rubber or plastics,71900,1,No,No,No,Yes,No,Not VIP,2018-01-17 15:02:00.256000+00:00,389881,web,80611,1,3,,2,2,53,78,71918,,,3,88498.0
8266,247,Shoes,9,9,2,0.0,Footwear with outer soles of rubber or plastics,6709,1,No,No,No,Yes,No,Not VIP,2018-01-13 10:08:50.373000+00:00,118380,web,7004,1,3,,1,3,186,38,6713,T4,T4,3,16327.0
8267,39,Shoes,9,9,1,0.0,Other footwear with outer soles of leather,65140,1,No,Yes,No,Yes,No,Not VIP,2018-02-06 07:59:02.413000+00:00,252288,,180464,1,3,,2,9,156,718,65157,T4,,3,181872.0
8268,964,Bags,30,30,31,10.2037,"Handbags, whether or not with shoulder strap, including those without handle",114447,1,Yes,Yes,No,No,No,VIP,2018-02-04 13:09:32.023000+00:00,242210,app,132031,4490,3,,2,2,17,251,114473,T2,T2,4,175594.0
8269,186,Clothing,7,7,12,0.0," T-shirts, singlets and other vests",8228,0,Yes,No,No,No,Yes,Not VIP,2018-01-28 22:06:35.433000+00:00,205496,app,26201,1,1,,2,2,52,24,8233,T3,,5,152639.0
8270,28,Shoes,4,4,1,0.0,Other footwear,2576,1,Yes,Yes,No,No,No,Not VIP,2018-01-22 22:11:40.866000+00:00,371684,,4611,1,3,,1,3,28,204,2579,,,4,253506.0
8271,181,Girls Clothing,58,58,2,25.0,"Trousers, overalls, shorts",93046,1,No,Yes,No,No,Yes,VIP,2018-02-10 16:15:19.033000+00:00,277029,web,155938,1,3,,2,2,85,1077,93068,T1,T1,3,77472.0
8272,33,Clothing,19,19,4,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",24607,1,No,No,No,No,No,Not VIP,2018-01-05 15:08:49.473000+00:00,26260,app,26575,611,4,,2,2,27,79,24615,T4,,3,23355.0
8273,17,Shoes,14,14,1,0.0,Footwear with outer soles of rubber or plastics,42226,1,No,No,No,Yes,No,Not VIP,2018-01-25 14:36:07.290000+00:00,379829,web,49600,1,3,,1,3,38,95,42236,,,3,257666.0
8274,61,Bags,1,1,29,22.8512,N/D,4365,1,No,No,No,Yes,No,Not VIP,2018-01-22 15:44:24.013000+00:00,169126,web,4525,1,1,,2,2,1,445,4369,T4,,3,128854.0
8275,2196,Boys Shoes,5,5,1,0.0,Footwear with outer soles of rubber or plastics,106885,1,Yes,No,No,No,Yes,Not VIP,2018-02-05 06:51:13.003000+00:00,246279,,122766,4185,3,,2,2,254,36,106907,T4,T4,3,178179.0
8276,5,Shoes,1,1,1,5.0083,Footwear with outer soles of rubber or plastics,431,1,No,No,No,Yes,No,Not VIP,2018-01-04 18:38:18.310000+00:00,401507,web,435,1,1,,2,2,91,128,432,,,4,268247.0
8277,33,Clothing,1,1,1,5.0083,Skirts,103812,1,Yes,Yes,Yes,No,Yes,VIP New,2018-01-29 17:01:34.723000+00:00,209785,app,118943,1,1,,2,2,162,71,103833,VIP,VIP,6,155388.0
8278,887,Clothing,9,9,2,0.0,,113026,1,No,No,No,No,No,Not VIP,2018-02-05 08:24:10.430000+00:00,370781,,130318,1,3,,1,3,140,455,113052,,,3,253032.0
8279,463,Accessories,5,5,1,0.0,Sunglasses,88318,1,Yes,Yes,No,No,No,Not VIP,2018-01-20 05:01:54.820000+00:00,155497,web,100104,1,3,,2,2,17,454,88340,T2,T2,3,86743.0
8280,163,Clothing,115,115,2,0.0,Dresses,30173,1,No,No,No,Yes,Yes,Not VIP,2018-01-06 19:03:49.836000+00:00,34308,web,32882,1,3,,5,2,70,199,30181,T4,,3,30238.0
8281,310,Clothing,35,35,1,0.0," T-shirts, singlets and other vests",4097,1,No,Yes,No,No,No,Not VIP,2018-01-22 13:45:58.896000+00:00,168558,app,4238,1,4,,3,2,24,127,4101,,,1,119818.0
8282,26,Clothing,4,4,10,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",146579,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-21 06:10:07.980000+00:00,377628,web,172207,1,3,,2,9,8,186,146611,T4,T4,4,184434.0
8283,1426,Clothing,17,17,3,24.3652,Jackets and blazers,38374,1,No,No,No,Yes,Yes,Not VIP,2018-01-05 23:17:30.106000+00:00,393859,web,42134,1,4,,4,2,14,384,38384,,,3,264639.0
8284,197,Clothing,9,9,14,0.0,,148521,1,No,Yes,No,Yes,Yes,VIP,2018-01-26 19:06:34.110000+00:00,194038,,174628,1,3,,5,2,16,94,148554,T1,T1,3,145069.0
8285,713,Clothing,16,16,24,17.0858,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",11870,1,Yes,Yes,No,Yes,No,VIP,2018-01-10 06:33:57.326000+00:00,78081,web,12545,924,4,,2,2,8,822,11875,T2,T2,3,63284.0
8286,565,Clothing,50,50,4,0.0,Jackets and blazers,62387,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-10 20:56:06.933000+00:00,86931,web,69658,924,3,,1,3,33,535,62403,T3,T3,4,71475.0
8287,565,Shoes,10,10,29,0.0,Other footwear with outer soles of leather,57216,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-10 03:42:40.180000+00:00,76891,web,63642,924,3,,5,9,262,535,57229,T4,T4,4,19535.0
8288,588,Clothing,9,9,2,0.0,Dresses,130869,1,No,No,No,No,No,Not VIP,2018-01-07 12:50:10.610000+00:00,393346,web,152558,1,3,,1,3,222,788,130899,,,3,264403.0
8289,11,Clothing,19,19,6,0.0,Jackets and blazers,30857,1,Yes,Yes,No,Yes,No,VIP,2018-02-03 07:16:31.150000+00:00,236048,,33655,1,4,,2,2,18,1175,30865,T2,T2,3,171754.0
8290,731,Clothing,7,7,1,0.0,Dresses,61516,0,Yes,No,No,Yes,No,Not VIP,2018-02-07 11:26:24.290000+00:00,258837,web,68662,1,1,,2,2,187,15,61531,T4,,4,185868.0
8291,120,Teen Boy Clothing,16,16,20,15.4853,,84012,1,No,Yes,Yes,No,Yes,Not VIP,2018-01-17 21:27:57.306000+00:00,142372,,46969,1,4,,4,2,10,127,84033,VIP,VIP,6,12925.0
